Rut;Nombre;Direccion;Direccion2;Ciudad;Pais;Contacto;Contacto2;Fax;Telefono
77290596-3;Acuanativa Spa;Parcela Antilhue Lote 4B, Comuna Maule, VII Region;;Maule;Chile;;;;
77295110-8;ECOBIO S.A.;CHILLAN VIEJO Nº 599 VARIANTE CRUZ PARADA;;CHILLAN;Chile;;;;
77297940-1;CODIFIL LTDA;San Isidro 2074;;Santiago;Chile;;;;25549188
77306928-K;Conservera San Clemente SPA;Av. Libertador Bernardo O'Higgins 310, San Felipe, Valparaiso;;San Felipe;Chile;Loreto;;;
77313620-3;CASTILLO INDUSTRIAL LTDA.;MANUEL ANTONIO TOCORNAL # 1302;;Santiago;Chile;;;2-5568015;2-5568015
77338250-6;CINTEC LTDA.;CAMINO A TEPUAL PARCELA N°61;;PUERTO MONTT;Chile;;;65-434690 - 267963;65-267963
77345300-4;AGROFRUT LTDA;CHILOE 1640;;SANTIAGO;Chile;;;;
77359150-4;Panadería Valparaíso y Cia Ltda;Av. Valparaíso 732;;Villa Alemana;Chile;Humberto Rissetto;;;56 9 92377395
77359370-1;Panadería Huanhualí y Cia Ltda;Huanhualí 310 - Villa Alemana;;Villa Alemana;Chile;Alejandra;;;
77373440-2;INGEMACO SPA;PARCELA N°23 PARQUE IND. APIASMONTT;;PUERTO MONTT;Chile;PATRICIO CAMPOS;;;
77373440-2;INGEMACO SPA;PARCELA N°23 PARQUE IND. APIASMONTT;;PUERTO MONTT;Chile;IVETTE CONCHA;;;
77387960-5;Importadora y Comercializadora Sabor Peruano Ltda.;Volcan Tupungato 821 Parque Industrial Lo Boza;;Pudahuel;Chile;Silvia;;;
77388600-8;ENDRESS + HAUSER CHILE LTDA;AV DEL VALLE 937;;Santiago;Chile;;;2-7849801;2-7849800
77392630-1;TELCOM LTDA;CALLE 1 #1039 JARDINES DEL MAR;;Santiago;Chile;;;POR E-MAIL;65-287034
77405844-3;Laboratorio  Nextfar  Spa;Calle Guanaco 6464 , Galpón H2;;Huechuraba;Chile;Juan Jose;;;
77407275-6;Los Sures Spa;Huerfanos 1055;;Santiago centro;Chile;Camila;;;
77407275-6;Los Sures Spa;Huerfanos 1055;;Santiago centro;Chile;Gert;;;
77422309-6;Goth Alimento SpA;Juan Martinez de Rozas 54B 2H, Los Libertadores, Colina;;Colina;Chile;Pablo;;;
77425090-5;DARTEL PUERTO MONTT LTDA.;AVENIDA PRESIDENTE IBAÑEZ # 406;;Santiago;Chile;Danilo;;65-318877;65-318877
77425760-8;METALMAC LTDA.;PAIPOTE # 1987;;Santiago;Chile;;;65-383557;65-383556
77426163-K;Comercial New Pharma Ltda.;San luis 1080, Viña del Mar;;Viña del Mar;Chile;Felipe;;;
77431950-6;ALIMENTOS NATURAL FOOD LTDA.;FERNANDO DE ARGUELLO 7400;;VITACURA;Chile;;;;
77445750-K;LONQUEN CHILE SPA;HIJUELA 1 TRAPEN - PANITAO;;PUERTO MONTT;Chile;JOSE PUIG;;;
77498380-5;SOCIEDAD MOLINA Y MOLINA LTDA;Colo colo 1151;;Concepción;Chile;Camilo;;;412182769
77506270-3;CCI, S.A.;Av. Francisco Bilbao 6407, La Reina;;La Reina;Chile;Esteban;;;
77526480-2;COMERCIALIZADORA NOVAVERDE S.A.;CARRETERA GRAL SAN MARTIN 16500 SITIO 19;;COLINA;Chile;;;;
77530509-6;Comercializadora y Elaboradora de Salsas Prietos SPA;Los Ulmos 2935. Comuna de Talagante. Región Metropolitana;;Lo Espejo;Chile;Ángel;;;
77533720-6;SOCIEDAD GRAFICA DONOSO INSUNZA Y CIA LTDA.;Lord Cochrane n°1134;;Santiago;Chile;VICTOR ARIAS;;;
77538660-6;Soc. Agroindustrial Prieto y Cia. Ltda.;LOS ULMOS 2851;;TALAGANTE;Chile;;;;228150055
77558023-2;LAB & FOOD SpA;Providencia 1208 Of 1603 Piso 16;;Providencia;Chile;Rodrigo;;;
77576117-2;Inversiones Fiordos Patagónicos SPA;Apoquindo 2930 Oficina 201. Piso 2,Las Condes;;Las Condes;Chile;José;;;
77592220-6;SOCIEDAD RETAMAL Y VILLARROEL LTDA.;ENRIQUE OLIVARES N°490;;;Chile;Sandra Zenteno Latorre;;;222828710
77613090-7;SOC. TECNICA Y COM. VAPORISA LTDA;AV. 21 DE MAYO #1841;;CONCEPCION;Chile;CLAUDIA MUÑOZ;;;
77613090-7;SOC. TECNICA Y COM. VAPORISA LTDA;AV. 21 DE MAYO #1841;;CONCEPCION;Chile;RUBEN BECERRA;;;
77619801-3;Boris Osorio Medina Pasteleria E.I.R.L;Los Aromos, s/n, El Sauce, Coquimbo;;Coquimbo;Chile;Boris;;;
77620300-9;FBK- CHILE SISTEMA DE HIGIENE Y LIMPIEZA LTDA.;AVDA RICARDO LYON #3382;;ÑUÑOA;Chile;PAULA BUSTOS;;;
77620300-9;FBK- CHILE SISTEMA DE HIGIENE Y LIMPIEZA LTDA.;AVDA RICARDO LYON #3382;;ÑUÑOA;Chile;FRANCISCO GAGO SANCHO;;;
77625050-3;MADECAM LTDA;FUNDO SAN LUIS S/N;;YUNGAY;Chile;;;42-680620;42-680620
77627100-4;Agua de Piedra SpA;Ruta 68 km 46,7, Curacaví;;Curacaví;Chile;Camila;;;
77634312-9;Comercial Lo Espejo Spa;Ferrari 9163, Lo Espejo. Santiago;;Lo Espejo;Chile;Teresa;;;
77652451-4;MSERVICE SPA;PJE EL OLIVILLO N°12;;PUERTO VARAS;Chile;CRISMAR RODRIGUEZ FARIAS;;;
77652451-4;MSERVICE SPA;PJE EL OLIVILLO N°12;;PUERTO VARAS;Chile;MIGUEL VILLAGRAN RODRIGUEZ;;;
77660190-K;Lácteos Winkler Ltda.;Calle Fundo El Encanto s/N°;;Frutillar;Chile;Romina Montenegro;;;065 27471525
77663510-3;INSUMOS INDUSTRIALES LTDA.;AVDA SIETE # 3015;;Santiago;Chile;;;2-6830598;2-6837792
77664990-2;FELIPE SERRANO SOLAR Y CIA.LTDA.;AV BARROS LUCO 1613, 0O.801, SAN ANTONIO;;San Antonio;Chile;;;;
77681550-0;Coinpal S.R. Ltda.;Cuevas N°1515;;Santiago;Chile;Monica Castillo;;;25517299 25552471
77693550-6;COMERCIAL E INDUSTRIAL SOLUTEC LTDA.;ALMIRANTE CHURRUCA 3130;;Santiago;Chile;Marco A.Contreras;;;229473300
77695790-9;SILL LTDA;;;;Chile;CAMILA TORRES;;;
77695790-9;SILL LTDA;;;;Chile;FELIPE BRICEÑO;;;
77702250-4;LACTEOS PUERTO VARAS;;;;Chile;;;;
77703930-K;Inmobiliaria Mañihuales Ltda.;El Guanaco 52212;;Huechuraba;Chile;Roberto;;;22 979 5300
77724720-4;PRODUCTOS ALIMENTICIOS E INV. BARBA LTDA;ROBERTO ESPINOZA Nº 568;;SANTIAGO;Chile;;;;
77726298-K;QUELPOS SPA;Av. Providencia 2133 of 211- Providencia;;Providencia;Chile;Luis;;;
77778892-2;COMERCIAL LAS SECUOYAS SpA;Morandé 835 Piso 5 Of. 518;;Santiago;Chile;Cedric Fernández;;;
77778892-2;COMERCIAL LAS SECUOYAS SpA;Morandé 835 Piso 5 Of. 518;;Santiago;Chile;Jorge González Muñoz;;;
77794280-8;Com. E Ind. Saporiti de Chile Ltda.;Obispo Arturo Espinoza N° 2676;;Macul;Chile;Judelis;;;56 2 2375 1040
77806000-0;COMERCIAL RED OFFICE LTDA.;DIEGO DE ALMAGRO ORIENTE N° 1504, PARQUE INDUSTRIAL, CARDONAL;;PUERTO MONTT;Chile;;;65-351600;65-351600
77835800-K;INDUSTRIAL OCHAGAVIA LTDA.;AV. J.J. PRIETO 8020;;LA CISTERNA;Chile;;;;6378000
77862810-4;MASAS Y ALIMENTOS LTDA.;FARO CABO DE HORNO 171;;LAMPA;Chile;;;;
77890260-5;Sociedad Comercial Farias Ltda.;Vidal 558;;Curicó;Chile;Fabián;;;
77895310-2;Xurros S.A.;El Maitén 2995;;Miraflores Alto;Chile;Gonzalo;;;56 32 3377185
77912970-5;Escobar & Escobar Cia.Ltda;Juan de Escaray 6787;;Vitacura;Chile;Mario Escobar;;;
77947560-3;CRONOS LOGISTICA LTDA;FRANCISCO NOGUERA 200 OF 801 PROVIDENCIA;;Providencia;Chile;;;;
77977650-6;ALIMENTOS CAROLINA Y CIA LTDA.;Volcán Lascar 720. Parque Industrial Lo Boza;;Pudahuel;Chile;Carolina A. Muster R.;;;56-2-24815451
77983420-4;COMERCIAL EKS LTDA;Vicente Perez Rosales 153;;Puerto Montt;Chile;MACIEL ROA;;;
77985930-4;COMERCIAL AW LTDA;PANAMERICANA SUR 306;;PUERTO MONTT;Chile;ARTURO WINKLER;;;
78004449-7;Biofabricación y Consultoría en Sostenibilidad Circulab SpA;Juan Sebastián Elcano 0390 Calixto -Punta Arenas;;Punta Arenas;Chile;Marcelo;;;
78030690-4;PROSUD;Lautaro 2102;;Quilicura;Chile;Jorge Figueroa;;;229135043
78064710-8;COM E IND FINO MORNASCO LTDA.;SANTA JOSEFINA N°12452;;SAN BERNARDO;Chile;;;;
78075630-6;SEW EURODRIVE CHILE SpA;LOS LINGUES #260;;PUERTO MONTT;Chile;;;65-481258;65-264915
78080440-8;DESARROLLO DE TECNOLOGIAS Y SISTEMAS LTDA.;Rosas 1444;;Santiago;Chile;MICHELLE;;;22 3971000
78080440-8;DESARROLLO DE TECNOLOGIAS Y SISTEMAS LTDA.;Rosas 1444;;Santiago;Chile;Gonzalo;;;22 3971000
78080440-8;DESARROLLO DE TECNOLOGIAS Y SISTEMAS LTDA.;Rosas 1444;;Santiago;Chile;Sergio;;;22 3971000
78088970-5;COMERCIO INTERNACIONAL TAGLER S.A.;LAS ACACIAS 971 A;;SAN BERNARDO;Chile;;;;
78092710-0;Hela Spice Latam S.A.;El Retiro # 1295;;Renca;Chile;;;;
78109470-6;INDUSTRIA DE ALIMENTOS TRENDY S.A.;LO ZANARTU 11;;QUILICURA;Chile;;;;
78114430-4;DISTRIBUIDORA COMERCIAL ARGANDOÑA LTDA.;DIEGO DE ALMAGRO ORIENTE 1512;;Santiago;Chile;;;65-345534;65-345533
78135280-2;Ag. Aduanas Edmundo Browne y Cia Ltda.;Av. Santa Lucía 344C;;Santiago;Chile;;;;6377000
78180180-1;VALLE FRIO;Parcela N°2 San Manuel, Romeral;;Curicó;Chile;Tomás Yávar;;;075-2431252
78201440-4;Agrícola La Martina Ltda.;Málaga 89 5to piso Las Condes;;Las Condes;Chile;Fernando;;;
78223080-8;SOC.IND.Y COM.SAGREDO LOBOS Y CIA.;COLOMBIA 0669;;RECOLETA;Chile;;;;6227389
78237270-K;WULF HITSCHFELD JAVIER ADOLFO Y CIA LTDA;COVADONGA Nº 49 DPTO. 4;;Santiago;Chile;;;65-268088;65-268088
78279230-K;AGRICOLA FRUTOS DEL MAIPO LTDA.;CRUZ DEL SUR N°133 OF. 601;;LAS CONDES;Chile;;;;
78295070-3;FASTPACK S.A.;SANTA ISABEL 850;;LAMPA;Chile;CRISTIAN PIÑA;;;+56224494000
78295070-3;FASTPACK S.A.;SANTA ISABEL 850;;LAMPA;Chile;ALVARO BIZAMA;;;+56224494000
78304700-4;MERMELADAS MEL LTDA.;CAMINO EL CERRO 5062;;HUECHURABA;Chile;;;;
78329500-8;COMERCIAL GAMI LTDA.;PRESIDENTE IBAÑEZ #936;;PUERTO MONTT;Chile;;;65-311700;65-262560
78331350-2;SOC. COMERCIAL E IMPORTADORA OLIMEN LTDA;AV.DEPARTAMENTAL 335-A;;Santiago;Chile;;;2-5256516;2-5525347
78354470-9;SARMAR LTDA.;RUTA 5 SUR A PARGUA KM 1030;;Santiago;Chile;;;065-253204;065-253204
78371390-K;HACIENDA CURACAVI LTDA.(anterior);HACIENDA CURACAVI S/N;;CURACAVI;Chile;;;;
78382760-3;LESAFFRE INDUSTRIAL CHILE S.A.;AV EDUARDO FREI MONTALVA 9290;;QUILICURA;Chile;;;;x
78408440-K;Faenadora Lo Miranda Ltda.;Carretera H-30 # 3814;;Doñihue;Chile;Ariel;;;72-208516 Anexo 502
78427580-9;COMERCIALIZADORA Y ELABORADORA MEPIACHE LIMITADA;Alvares de Toledo 410;;San Joaquin;Chile;David;;;56 9 9745 5906
78432930-5;Comercial Rivas Ltda.;Sierra Bella 2586;;San Joaquin;Chile;Pablo;;;22 555 5825
78461400-K;Productos Pulmahue SpA;Carlota Guzmán 1468;;Renca;Chile;Pilar;;;562 232629431
78481300-2;Asitec S.A.;Chañarcillo Nº691;;Maipu;Chile;Nelson Camaño;;;
78483600-2;FAENADORA SAN VICENTE LTDA.;CAMINO LA ESTRELLA 401 OF.54;;SAN VICENTE;Chile;;;;72-201000
78572860-2;QUIMICA DEL SUR Y CIA. LTDA;EL TAQUERAL Nº 493. LAMPA;;LAMPA;Chile;CECILIA;;;
78572860-2;QUIMICA DEL SUR Y CIA. LTDA;EL TAQUERAL Nº 493. LAMPA;;LAMPA;Chile;EDUARDO VENEGAS NEIRA;;;
78608270-6;Productos Químicos y Minerales Ltda.;Avda. Centenario 1633 - La Calera;;La Calera;Chile;Giorgio;;;
78611990-1;AGROINDUSTRIAL CODIGUA SpA.;CAMINO SANTA LAURA PARCELA 9;;MELIPILLA;Chile;;;;
78632200-6;Sociedad Mondaca y Rosales Limitada;Anibal Pinto 167;;Puerto Montt;Chile;;;;65-2437523
78662650-1;RADIOSUB LTDA;M. RODRIGUEZ 245-A;;Santiago;Chile;;;65-250936;65-263858
78702420-3;Confites Cookieman Ltda.;María Graham 381;;Recoleta;Chile;carlos Hodgson L.;;;23474200
78713010-0;Alimentos Funcionales SPA;FRESIA 9203- GAPON H;;QUILICURA;Chile;;;;2-7350256
78726490-5;MAQUINARIA INDUSTRIAL LTDA.;ALFREDO GUILLERMO BRAVO 1272;;INDEPENDENCIA;Chile;;;;
78732230-1;SOC. PLASPAK MAQUINARIA LTDA;CAMINO LONGITUDINAL RUTA 5 SUR 0681;;SANTIAGO;Chile;TELMO GOMEZ;;;
78732230-1;SOC. PLASPAK MAQUINARIA LTDA;CAMINO LONGITUDINAL RUTA 5 SUR 0681;;SANTIAGO;Chile;CESAR GOMEZ;;;
78732240-9;SOC. ENVASADORA PLASPAK LTDA;LONGITUDINAL SUR 0861 KM 33 BUIN;;SANTIAGO;Chile;;;;(56) 2 28368100
78773970-9;SOC.COMERCIAL REXIN S.A.;BENAVENTE # 511 OFIC.505;;Santiago;Chile;;;65-262425;65-293345/277485
78788780-5;COMERCIAL SAUBER LTDA.;CONDELL 322 , SAN BERNARDO SANTIAGO;;San Bernardo;Chile;Marco Leiva;;02-9453200;02-9453700
78813100-3;Lacteos Tinguiririca S.A.;Longitudinal sur Km.151;;Chimbarongo;Chile;Marianela Piña;;;2781810
78813720-6;SCHUSSLER S.A.;BELLAVISTA ALTO 2075, BARRIO NORTE;;CONCEPCION;Chile;Fernando Larenas Esrom;;;
78813720-6;SCHUSSLER S.A.;BELLAVISTA ALTO 2075, BARRIO NORTE;;CONCEPCION;Chile;Enrique Concha;;;
78855930-5;Soc. Exportadora de Productos Marinos y Agricolas Ltda.;;;;Chile;Claudia;;;96436479
78887880-K;ECOKORP LTDA;Los Alamos 2394;;La Pintana;Chile;Alberto;;;
78887880-K;ECOKORP LTDA;Los Alamos 2394;;La Pintana;Chile;Patricio;;;
78910400-K;SERVICIOS DE MANTENCION LTDA.;LOS CARRERA 444;;MELIPILLA;Chile;;;;
78923930-4;DANFOSS INDUSTRIAS LTDA;CORDILLERA 331 MODULO D 18;;Santiago;Chile;;;2-7391055;2-344951
78928030-4;EECOL INDUSTRIAL ELECTRIC LTDA.;CARDONAL #2002;;PUERTO MONTT;Chile;LUIS ROJAS Y YASNA RIVAS;;;65-317000
78930610-9;Fainvet ltda.;Av.Portales N°1410;;San Bernardo;Chile;Juan Carlos Leiva Campos;;;28573250
78932640-1;MAGNERE y MAGNERE LTDA;Arauco 181;;Santiago;Chile;Ricardo;;;
78950790-2;COMERCIAL E INDUSTRIAL CALPER SPA;Zenteno 1372;;Santiago Centro;Chile;Ruben Lopez;;;
78950790-2;COMERCIAL E INDUSTRIAL CALPER SPA;Zenteno 1372;;Santiago Centro;Chile;Cristina Opazo;;;
78972190-4;HANNA INSTRUMENTS EQUIPOS LTDA;AVDA JUAN SOLER MANFREDINI #11 OF. 701;;Santiago;Chile;;;65-437438;2-8625721
79524890-0;AG.JUAN CARLOS STEPHENS VALENZUELA Y CIA.LTDA.;Osvaldo Croquevielle 2207 of 336 PUDAHUEL;;Pudahuel;Chile;;;;
79532140-3;Strindberg SpA;Walter Martínez 3042;;La Florida;Chile;Andrea;;;22 67669900
79554640-5;PERFOMAQ S.A;TREBOL SUR S/Nº;;Santiago;Chile;;;64-312820;64-238602
79559670-4;PROQUIEL LTDA;HENRY FORD 1230;;Santiago;Chile;;;2-5350561;2-9289300
79607140-0;LECHERA LONGAVI LTDA.;AVDA. LOS LIBERTADORES 129;;COLINA;Chile;;;;
79642560-1;SOC DE SERVICIOS COMPUTACIONALES MICROSERV LTDA;El bosque Sur 576;;Providencia;Chile;Jeannette Rojas Fuentes;;222514600;223712800
79642560-1;SOC DE SERVICIOS COMPUTACIONALES MICROSERV LTDA;El bosque Sur 576;;Providencia;Chile;Christian Leyton Reimberg;;222514600;223712800
79653750-7;JAIME CELUME Y CIA LTDA.;LOS LINGUES # 260;;Santiago;Chile;aptomontt@jacel.cl;;65-349461;65-345362
79663940-7;COMFRUT S.A.;Eliodoro Yañez 2905;;Providencia;Chile;Jhon Fell;;;56 2 23346088
79722860-5;WINKLER LTDA.;EL QUILLAY 466, VALLE GRANDE;;LAMPA;Chile;;;;
79747030-9;CHILOMAR SPA;BORDE LAGO NORTE #332;;PUERTO VARAS;Chile;Maria José Montealegre Barria;;;
79747030-9;CHILOMAR SPA;BORDE LAGO NORTE #332;;PUERTO VARAS;Chile;ADRIANA BARRIA MANSILLA;;;
79749790-8;PROCESADORA y EXTRUSORA de ALIMENTOS S.A.;;;Renca;Chile;Monica;;;
79760310-4;POLIMIN COMERCIAL E INDUSTRIAL LTDA;Av. San Ignacio 0160, galpón 11;;Quilicura;Chile;Andres;;;
79768170-9;SOQUIMICH COMERCIAL S.A.;LOS MILITARES 4290 3 piso,;;LAS CONDES;Chile;;;;
79784980-4;Cermaq Chile S.A.;Av. diego Portales 2000 piso 10;;Los Lagos;Chile;Jeanette;;;56 65 2563200
79784980-4;Cermaq Chile S.A.;Av. diego Portales 2000 piso 10;;Los Lagos;Chile;Julio;;;56 65 2563200
79790600-K;SIHI CHILE S.A.;AVDA. COLORADO #861;;QUILICURA;Chile;;;41-2240302;41-2259311
79872410-K;Elaboradora de Alimentos Doñihue Ltda.;Camino La Estrella N°401, Sector Punta de Cortés;;Rancagua;Chile;Francisca;;;(56) 722356446
79897700-8;COMERCIAL ANDEXPORT LIMITADA;AV. BOULEVARD AEROPUERTO NORTE Nº9627 ENEA;;Pudahuel;Chile;;;;
79943600-0;FORSAC SPA;Panamericana Norte Km.3;;CHILLAN;Chile;;;2-6981990;
79968900-6;R Y C SERVICIOS COMPUTACIONALES LTDA;SAN PIO X  2390 OF 304;;PROVIDENCIA;Chile;MARITZA MALLANES;;;
79968900-6;R Y C SERVICIOS COMPUTACIONALES LTDA;SAN PIO X  2390 OF 304;;PROVIDENCIA;Chile;FRANCISCA  LOPEZ;;;
79984240-8;Agrosúper Comerc de Alimentos Ltda;Camino la estrella n° 401, of 7, Sector punta de Cortés;;Rancagua;Chile;Marta;;;(72) 238 448
79984240-8;Agrosúper Comerc de Alimentos Ltda;Camino la estrella n° 401, of 7, Sector punta de Cortés;;Rancagua;Chile;Fernanda;;;(72) 238 448
79985690-5;INGELTEC LTDA;MIGUEL CLARO # 575;;Providencia;Chile;Carlos;;;
79985690-5;INGELTEC LTDA;MIGUEL CLARO # 575;;Providencia;Chile;Daniel;;;
80012700-9;AGUASIN LTDA.;OCHAGAVIA # 710;;Santiago;Chile;;;65-319852;2-2709594
80186300-0;CIAL ALIMENTOS S.A.;AMERICO VESPUCIO SUR 2341;;PUDAHUEL;Chile;;;;6770196
80326500-3;OXIQUIM S.A;CALLE LIMACHE Nº3117, EL SALTO;;VIÑA DEL MAR;Chile;;;;
80342500-0;FABRICA UNIDAS DE CECINAS SOC. LTDA.;AV. CARLOS VALDOVINOS 155;;SAN JOAQUIN;Chile;;;;
80621200-8;MERCK S.A.;FRANCISCO DE PAULA TAFORO # 1981;;Santiago;Chile;;;2-3400739;2-3400000
80634800-7;MODINGER HERMANOS SOCIEDAD ANONIMA;Av.Vicente Perez Rosales 901;;Llanquihue;Chile;Rosa;;;56 65 224 2822
80761800-8;PRODUCTOS QUIMICOS ALGINA S.A.;AV.PEDRO DE VALDIVIA NORTE 061;;PROVIDENCIA;Chile;;;;
80783200-K;W.REICHMANN Y CIA.LTDA.;MIGUEL CLARO Nº 997;;Santiago;Chile;;;2-2351680;2-2359686
80975200-3;PESAMATIC S.A.;SARGENTO SILVA # 673;;Santiago;Chile;;;65-274303;65-274343
81013400-3;Bombones Varsovienne S.A.;Av. Einstein 787;;Recoleta;Chile;Felipe;;;22 6210960
81094100-6;COOP.AGRICOLA Y LECHERA DE LA UNION LTDA;ESMERALDA 641;;LA UNION;Chile;;;;
81140300-8;WILLIAMSON INDUSTRIAL S.A.;SANTA MARTA #1501;;MAIPU;Chile;JACQUELIN ORELLANA;;;
81140300-8;WILLIAMSON INDUSTRIAL S.A.;SANTA MARTA #1501;;MAIPU;Chile;RENATO ZAPATA;;;
81161500-5;CONSERVAS CENTAURO S.A.;AVDA. 21 DE MAYO 350;;SANTIAGO;Chile;;;;
81185000-4;CESMEC S.A;AVDA MARATON 2595;;SANTIAGO;Chile;;;65-262987;65-255025
81198100-1;JANSSEN S.A.;GUSTAVO BINDER Nº1331;;SANTIAGO;Chile;OLGA SANDOVAL;;65-349465;
81198100-1;JANSSEN S.A.;GUSTAVO BINDER Nº1331;;SANTIAGO;Chile;Aldo Bustos Muñoz;;65-349465;
81380500-6;UNIVERSIDAD AUSTRAL DE CHILE;Independencia 641;;VALDIVIA;Chile;Cristina Manqui;;;
81494400-K;Universidad de Concepción;VICTOR LAMAS 1290;;Concepcion;Chile;DANIEL PALACIOS;;41-252972;41-236517
81668700-4;Univ. Tec. Federico Santa María;Av. España 1680;;Valparaiso;Chile;;;;
81669200-8;Pontificia Universidad Católica de Valparaíso;Av. San Francisco s/n;;La Palma;Chile;Fabiola Cádiz;;;56 32 237 2932
81846100-3;QUIMATIC S.A.;EL ROSAL #4578 HUECHURABA;;HUECHURABA;Chile;;;;
82062500-5;INDUSTRIAS FLORAMATIC SPA;AV. MARATHON Nº 1989, ÑUÑOA;;ÑUÑOA;Chile;;;;
82366700-0;Sopraval SPA;JJ Godoy s/n Artificio La Calera;;La Calera;Chile;Gabriel;;;
82413600-9;REICOTEX TECNOLOGIA SpA;SAN ISIDRO 1782;;Santiago;Chile;;;2-5558365;2-5511780
82525800-0;VETO Y CIA. LTDA.;SANTA ELENA DE HUECHURABA 1701;;HUECHURABA;Chile;;;2-3554455;2-3554400
82705900-5;BLUMOS LTDA;Exposición 1316;;Estación Central;Chile;;;229473333;229473306
83370700-0;ROSSIGNOL S.A.;LAS DALIAS 2723;;MACUL;Chile;JORGE CASTILLO FIGUEROA;;;
83370700-0;ROSSIGNOL S.A.;LAS DALIAS 2723;;MACUL;Chile;CAROLINA GRISMALI HILL;;;
83477600-6;IMFLUID LTDA.;Exposicion 1702;;SANTIAGO;Chile;;;;
83877600-0;PRINAL S.A.;LAS ENCINAS 127, CERRILLOS;;CERRILLOS;Chile;;;;
83999600-4;TERMODINAMICA LTDA.;OCHAGAVIA # 710;;Santiago;Chile;;;65-317922;2-2709742
84144400-0;INDUSTRIAL Y COMERCIAL SOLUCORP LTDA;DIEGO DE ALMAGRO ORIENTE #1513;;PUERTO MONTT;Chile;Daniel;;65-291580;65-276968
84144400-0;INDUSTRIAL Y COMERCIAL SOLUCORP LTDA;DIEGO DE ALMAGRO ORIENTE #1513;;PUERTO MONTT;Chile;Sandra;;65-291580;65-276968
84156500-2;ALIMENTOS FRUNA LTDA.;CAMINO MELIPILLA 11246 MAIPU;;MAIPU;Chile;;;;
84264300-7;TECNOLOGIA Y ALIMENTOS LTDA.;AV. BDO. O'HIGGINS 0128;;TALAGANTE;Chile;;;;
84264900-5;COMERCIAL CERRILLOS SA;Av. Los Jardines #931 Piso 3, Huechuraba, Santiago  Chile;;Huechuraba;Chile;Aníbal;;;
84356800-9;WATT'S S.A.;AV. PRESIDENTE JORGE ALESSANDRI N°10501;;SAN BERNARDO;Chile;;;;
84463900-7;ROCOFRUT S.A.;PANAMERICANA SUR KM 187 CAS 16D;;CURICO;Chile;;;;
84734300-1;Productos Stein Ltda.;Balmaceda 1470, Malloco-Peñaflor;;Peñaflor;Chile;Nildo Garbin;;;
84750800-0;LEVADURAS COLLICO S.A.;AVENIDA BALMADEDA #3500, VALDIVIA;;Valdivia;Chile;Alfredo;;;
85073000-8;DISTRIBUIDORA REICOTEX LTDA;SAN ISIDRO 1782;;SANTIAGO CENTRO;Chile;Eliseo Albornos;;;
85073000-8;DISTRIBUIDORA REICOTEX LTDA;SAN ISIDRO 1782;;SANTIAGO CENTRO;Chile;Zsolt Goschy;;;
85120600-0;FITTINGS Y VALVULAS SPA;SANTA ELENA #1347;;;Chile;NICOLAS FRIAS;;;
85120600-0;FITTINGS Y VALVULAS SPA;SANTA ELENA #1347;;;Chile;FRESIA ITURRA;;;
85572900-8;SICK SpA;AV VITACURA 2670 OF 401;;Santiago;Chile;;;2-2049338;2-2747430
85714200-4;COMERCIAL PANAMERICANA S.A.;PARCELA C-56 EL PANUL;;SANTIAGO;Chile;;;;
86132100-2;DEMARKA S.A;AVDA MARATHON 2707;;MACUL;Chile;SERGIO ALFARO;;;
86132100-2;DEMARKA S.A;AVDA MARATHON 2707;;MACUL;Chile;CAROLINA GAMBOA;;;
86317400-7;CALIMPORT S.A;DOCTOR MARTIN Nº 417;;Santiago;Chile;;;65-345690;65-311077
86359300-K;SOC. RECUPERADORA DE PAPEL S.P.A.;PANAMERICANA N° 50;;PUERTO MONTT;Chile;LUIS MANCILLA;;;
86486100-8;CECINAS BAVARIA LTDA.;PARCELA 76;;PAINE;Chile;;;;
86887200-4;APRO LTDA;GENESIS #132;;PUERTO MONTT;Chile;;;65-347163;65-347164
87019000-K;CRECIC S.A.;BUIN 412;;Santiago;Chile;;;65-560796;65-560796
87597100-K;Casas del Valle Barros Hnos. Ltda;Panamericana Sur Km 26;;San Bernardo;Chile;Haris Aravena;;;225940600
87690900-6;Distribuidora Portland S.A.;Vitacura 2969 Piso 15;;Las Condes;Chile;;;;
88390200-9;ECKART ALIMENTOS SPA;Juan verdaguer #26;;Casablanca;Chile;Joselyn Bustamante;;56 32 2741200;56 32 2741977
88855300-2;OTERO Y DOMINGUEZ LIMITADA;RUTA 5 SUR CAMINO A PARGUA 552;;PUERTO MONTT;Chile;EDUARDO AGUILERA;;;
88855300-2;OTERO Y DOMINGUEZ LIMITADA;RUTA 5 SUR CAMINO A PARGUA 552;;PUERTO MONTT;Chile;LEILA VARGAS;;;
88909800-7;LLANOS Y WAMMES SOC.COM.LTDA.;CHORRILLOS 1371;;Santiago;Chile;;;270151;270100
88981900-6;LABORATORIO BARIK Y CIA. LTDA.;AV. LO SIERRA 02572;;SAN BERNARDO;Chile;;;;
89201400-0;Envases impresos Cordillera Spa;Avenida Eyzaguirre 01098 Puente Alto;;Puente Alto;Chile;Marco;;;
89444500-9;QUILLAYES PETEROA LTDA;AV. RONDIZZONI N°2082;;SANTIAGO;Chile;;;;02-4950318
8947380-2;Javier Hausdorf Kahler;Camino Ruta 5 Sur Km 1005;;Puerto Varas;Chile;;;;
