Tipo;Nro;Fecha;OC;RCO;Rut;Direccion;Direccion_alterna;Medio_envio;Job;Condicion_venta;Localizacion;Cod_Impto;Vendedor;Certificados;Puerto_Embarque;Nave;Puerto_Destino;Clausula;Factura;Fecha_factura
O;12303;2022-2-24;GEL 4525358023;;34501621-KC;3 Waterway Square place Suite 1000 The Woodlands, TX 77380;The Woodlands, TX 77380;DHL;USD;60 days NO USAR;;IVA_EXE;3;Análisis S.;;;USA;DAP;1014861;2022-2-28
O;12312;2022-4-12;GEL 22200785;;36002510-1C;Via Ariosto 50/60, 20090;Trezzano S/N;Marítimo;USD;45 days Invoice Date;;IVA_EXE;26;Análisis S.;;;ITALIA;CIF;1015031;2022-4-14
O;12371;2022-3-19;GEL PPUO040684;;36003200-0C;UB 50 INDUSTRIAL ESTATE, SAN GWANN SGN 3000, MALTA EU;SAN GWANN;DHL;EUR;30 days Invoice Date;;IVA_EXE;26;Análisis S.;;;;CIF;1014936;2022-3-22
O;12406;2022-5-1;GEL 4400002111;;32000600-7C;Calle teniente oquendo Nº 103;La Paz;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;36;Análisis S.;;;BOLIVIA;FCA;1015117;2022-5-11
O;12444;2022-6-5;GEL PC22/00190;;36001619-6C;C/Cardenal Belluga, parc. 24/23 Pol.Ind.Oeste.Apdo. 487 3.169 San Gines;Murcia;Marítimo;EUR;60 days Invoice Date;;IVA_EXE;26;Análisis S.;;;ESPAÑA;CIF;1015205;2022-6-8
O;12479;2022-3-20;GEL 4525413771;;34501621-KC;3 Waterway Square place Suite 1000 The Woodlands, TX 77380;The Woodlands, TX 77380;FEDEX;USD;60 days NO USAR;;IVA_EXE;3;Análisis S.;;;WINCHESTER;FOB;1014934;2022-3-22
O;12487;2022-5-30;GEL 13687;;35001204-4C;PAKNA-AN, MANDAUE CITY;PHILIPPINES, 6014;Marítimo;USD;30 days Invoice Date;;IVA_EXE;1;Análisis S.;;;FILIPINAS;FOB;1015267;2022-6-23
O;12524;2022-6-23;GEL 4525420753;;34501621-KC;3 Waterway Square place Suite 1000 The Woodlands, TX 77380;The Woodlands, TX 77380;Marítimo;USD;60 days NO USAR;;IVA_EXE;3;Análisis S.;;;BALTIMORE;FOB;1015316;2022-6-30
O;7597;2020-3-15;GEL 016;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;32;Análisis S.;;;GUAYAQUIL - ECUADOR;FOB;1012302;2020-3-21
O;7683;2020-3-25;GEL 4600247149;;35001201-KC;OUANO COMPOUND, LOOC;CEBU;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;FILIPINAS;FOB;1012330;2020-3-27
O;7707;2020-3-20;GEL MEX AEREO;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;Aéreo;USD;60 días Fecha Factura;;IVA_EXE;8;Análisis S.;;;MEXICO;FCA;1012306;2020-3-23
O;7728;2020-5-19;GEL 629|20;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Marítimo;USD;120 Días Fecha Factura;;IVA_EXE;3;Análisis S.;;;PARANAGUA;FOB;1012523;2020-5-26
O;7729;2020-6-18;GEL 0000630|20;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Marítimo;USD;120 Días Fecha Factura;;IVA_EXE;3;Análisis S.;;;PARANAGUA;FOB;1012632;2020-6-24
O;7737;2020-6-3;GEL 05-20;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;32;Análisis S.;;;ECUADOR;FOB;1012554;2020-5-29
O;7758;2020-3-30;GEL 0013;;32001003-9C;Carrera 48 C # 100 Sur 72 -La Estrella - Atioquia;Atioquia;FEDEX;USD;120 Días Fecha Factura;;IVA_EXE;24;Análisis S.;;;COLOMBIA;EXW;1012376;2020-4-6
O;7825;2020-5-8;GEL 2320;;32001006-3C;Autopista Medellin Km 5,7 costado sur Bg 1, Tenjo,  NIT(Tax ID) 830.027.231.-3;Tenjo;Marítimo;USD;75 días Fecha Factura NO USAR;;IVA_EXE;24;Análisis S.;;;COLOMBIA;FOB;1012497;2020-5-19
O;7826;2020-4-7;GEL 1002528;;32001502-2C;KM. 12,5 CARRETERA AL PUERTO DE LA LIBERTAD NUEVO CUSCATLAN EL SALVADOR CENTTRO AMERICA;El Salvador;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;31;Análisis S.;;;SALVADOR;FOB;1012431;2020-4-29
O;7857;2020-4-15;GEL 4500173772;;32003502-3C;YAGUARON 1407 PISO 16;MONTEVIDEO;Terrestre;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;MONTEVIDEO - URUGUAY;CFR;1012390;2020-4-15
O;7919;2020-4-23;GEL 04;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;32;Análisis S.;;;ECUADOR;FOB;1012459;2020-5-8
O;7924;2020-5-27;GEL 235;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;31;Análisis S.;;;PERÚ;FOB;1012542;2020-5-28
O;7993;2020-5-17;GEL 21548;;35002403-4C;LOT 11,SECTION 5,FASA 2B,PULAU INDAH INDUSTRIAL PARK, JALAN SUNGAI PINANG 4/2 42920 P. I. SELANGOR;SELANGOR;Marítimo;USD;30 days Invoice Date;;IVA_EXE;31;Análisis S.;;;PORT KLANG;CIF;1012495;2020-5-19
O;8022;2020-5-20;GEL 2176;;32000207-9C;Lavalle 1125 Piso 11 (1048) Buenos Aires;Buenos Aires;Terrestre;USD;30 dias Fecha CRT;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES - ARGENTINA;FCA;1012514;2020-5-26
O;8047;2020-8-2;GEL 4516077450.20;;33002401-1C;Ernesto Pugibet 2 Industrial Xalostoc Ecatepec de Morelos MEX MX 55348 SAC920117AFA;ECATEPEC de MORELOS;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;8;Análisis S.;;;MANZANILLO;CIF;1012903;2020-9-11
O;8051;2020-9-11;GEL 4516077450.60;;33002401-1C;Ernesto Pugibet 2 Industrial Xalostoc Ecatepec de Morelos MEX MX 55348 SAC920117AFA;ECATEPEC de MORELOS;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;8;Análisis S.;;;MANZANILLO;CIF;1013269;2020-12-24
O;12551;2022-4-14;GEL 50069090;;35002406-9C;27TH FLOOR MENARA ZURICH 15, JALAN DATO ABDULLAH TAHIR 80300 JOHOR BAHRU, MALAYSIA;JOHOR BAHRU;Marítimo;USD;90 days Invoice Date;;;33;Análisis S. L.;;;KLANG;CIF;1015050;2022-4-21
O;12562;2022-5-8;GEL 4525433166;;34501621-KC;3 Waterway Square place Suite 1000 The Woodlands, TX 77380;The Woodlands, TX 77380;Marítimo;USD;60 days NO USAR;;IVA_EXE;3;Análisis S.;;;USA;FOB;1015174;2022-5-31
O;12605;2022-4-28;GEL 00001-00002309;;32000207-9C;Lavalle 1125 Piso 11 (1048) Buenos Aires;Buenos Aires;Terrestre;USD;30 dias Fecha CRT;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FCA;1015033;2022-4-14
O;12609;2022-7-15;GEL 4502040018;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;;CLP;60 días Fecha Factura;;IVA;1;Análisis S.;;;;EXW;1037971;2022-9-30
O;12610;2022-6-25;GEL 4502040017;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;;USD;60 días Fecha Factura;;IVA;1;Análisis S.;;;;EXW;1037753;2022-7-22
O;12646;2022-7-1;GEL GELY-P-03-22;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Marítimo;USD;90 days from BL Date;;IVA_EXE;36;Análisis S.;;;GUAYAQUIL;FOB;1015313;2022-6-30
O;12656;2022-6-17;GEL 2022/2;;35001701-1C;VAT # 511256737 3, ELIAHU EITAN STREET, IND, ZONE;RISHON LEZION 75703;Marítimo;USD;120 days Invoice Date;;IVA_EXE;26;Análisis S.;;;ASHDOD;CIF;1015270;2022-6-24
O;12663;2022-11-15;GEL 4501983874;;34501600-7C;Philadelphia PA 19101, PO Box 42819;Philadelphia;Marítimo;USD;60 days Invoice Date;;IVA_EXE;1;Análisis S.;;;;FOB;1015803;2022-11-22
O;12664;2022-12-13;GEL 4501983878;;34501600-7C;Philadelphia PA 19101, PO Box 42819;Philadelphia;Marítimo;USD;60 days Invoice Date;;IVA_EXE;1;Análisis S.;;;;FOB;1015912;2022-12-19
O;12670;2022-4-26;GEL 100/22;;35003502-8C;95/4 Industrial Zone, Kindelpitiya, Millewa, Horana;Horana;Marítimo;USD;Cash Against Documents;;IVA_EXE;33;Análisis;;;;FCA;1015074;2022-4-29
O;12711;2022-5-10;GEL 50111652;;35001208-7C;8TH FLOOR THE W FIFTH AVENUE BUILDING  .5TH AVENUE, BONIFACIO GLOBAL  1630 TAGUIG CITY, METRO MANILA;Manila;Marítimo;USD;90 days Invoice Date;;IVA_EXE;33;Análisis S.;;;;CIF;1015127;2022-5-13
O;12713;2022-5-10;GEL 2223/04/01;;35001305-9C;VILLAGE FATEHPUR, POST OFFICE MAJRA JATTAN, TEHSIL BALACHAUR DISTT.S.B.S.NAGAR (NAWANSHAHR);PUNJAB;Marítimo;USD;30 days Invoice Date;;IVA_EXE;33;Análisis S.;;;;CIF;1015118;2022-5-12
O;12739;2022-5-19;GEL 188;;32000208-7C;Einstein 739, (1619);Buenos Aires;Terrestre;USD;30 dias Fecha BL;;IVA_EXE;2;Análisis S.;;;;EXW;1015158;2022-5-26
O;12746;2022-5-7;GEL 50125245;;35002406-9C;27TH FLOOR MENARA ZURICH 15, JALAN DATO ABDULLAH TAHIR 80300 JOHOR BAHRU, MALAYSIA;JOHOR BAHRU;Marítimo;USD;90 days Invoice Date;;IVA_EXE;33;Análisis S.;;;;CIF;1015128;2022-5-13
O;12746;2022-5-7;GEL 50125245;;35002406-9C;27TH FLOOR MENARA ZURICH 15, JALAN DATO ABDULLAH TAHIR 80300 JOHOR BAHRU, MALAYSIA;JOHOR BAHRU;Marítimo;USD;90 days Invoice Date;;IVA_EXE;33;Análisis S.;;;;CIF;1015162;2022-5-27
O;12747;2022-7-14;GEL DAN 732931;;32000206-0C;Moreno 877 piso 14;Buenos Aires;Terrestre;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;;EXW;1015377;2022-7-20
O;12778;2022-7-16;GEL 429/22;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Terrestre;USD;120 Días Fecha Factura;;IVA;3;Análisis;;;;FOB;1015534;2022-8-19
O;12790;2022-7-24;GEL 383/22;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;Marítimo;USD;90 days Invoice Date;;IVA;33;Análisis S. L.;;;SHANGHAI;CIF;1015472;2022-8-12
O;8156;2020-6-16;GEL 00001-00002185;;32000207-9C;Lavalle 1125 Piso 11 (1048) Buenos Aires;Buenos Aires;Terrestre;USD;30 dias Fecha CRT;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FCA;1012598;2020-6-17
O;8165;2020-6-27;GEL 202001186;;36001610-2C;Polígono Industrial As Gándaras S/N 36418 Porriño (Pontevedra);Porriño (Pontevedra);Marítimo;USD;30 dias Fecha BL;;IVA_EXE;1;Análisis S.;;;ESPAÑA;FOB;1012656;2020-6-30
O;8166;2020-7-11;GEL 202001187;;36001610-2C;Polígono Industrial As Gándaras S/N 36418 Porriño (Pontevedra);Porriño (Pontevedra);Marítimo;USD;30 dias Fecha BL;;IVA_EXE;1;Análisis S.;;;ESPAÑA;FOB;1012757;2020-7-28
O;8184;2020-6-4;GEL 14637;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;Terrestre;USD;75 días Fecha Factura NO USAR;;IVA_EXE;3;Análisis S.;;;BRASIL;FOB;1012577;2020-6-9
O;8208;2020-6-18;GEL 1900009458;;32000601-5C;AV. MARIO MERCADO No.100, Zoma Llojeta La Paz- Bolivia NIT 1020493029;Bolivia;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;32;Análisis S. L.;;;LA PAZ - BOLIVIA;FCA;1012655;2020-6-30
O;8214;2020-6-26;GEL 328/20;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;Marítimo;USD;90 days Invoice Date;;IVA_EXE;14;Análisis S. L.;;;SHANGHAI - CHINA;CIF;1012705;2020-7-14
O;8257;2020-7-17;GEL Y-P-08-20;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;32;Análisis S.;;;GUAYAQUIL;FOB;1012815;2020-8-14
O;8277;2020-8-21;GEL 4600248773/ 1.2.;;34501600-7C;Philadelphia PA 19101, PO Box 42819;Philadelphia;Marítimo;USD;60 days Invoice Date;;IVA_EXE;1;Análisis S.;;;NEW YORK;FOB;1013150;2020-11-20
O;8325;2020-9-2;GEL 0001262|20;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Marítimo;USD;120 Días Fecha Factura;;IVA_EXE;3;Análisis S.;;;PARANAGUA;FOB;1012889;2020-9-9
O;8360;2020-7-5;GEL 488;;36502803-6C;ROUTE D´ EL JADIDA KM 10,5 LISSASFA 20532 CASABLANCA MOROCCO;CASABLANCA;Marítimo;EUR;30 days Invoice Date;;IVA_EXE;26;Análisis S. L.;;;MARRUECOS;CFR;1012698;2020-7-13
O;8389;2020-7-12;GEL 200339;;34501606-6C;631 MOOSEHEAD TRAIL;WALDO;Aéreo;USD;30 days Invoice Date;;IVA_EXE;3;Análisis S.;;;HAZELWOOD;CIP;1012763;2020-7-30
O;8395;2020-7-22;GEL 016390-1;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;Terrestre;USD;150 dias Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FCA;1012738;2020-7-22
O;8416;2020-8-2;GEL 2020|00365;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;31;Análisis S.;;;CALLAO;FOB;1012777;2020-8-4
O;8423;2020-7-31;GEL 016460-2;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;Terrestre;USD;150 dias Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FCA;1012769;2020-7-31
O;8498;2020-8-5;GEL 00001-00002190;;32000207-9C;Lavalle 1125 Piso 11 (1048) Buenos Aires;Buenos Aires;Terrestre;USD;30 dias Fecha CRT;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FCA;1012787;2020-8-6
O;8499;2020-8-13;GEL 00001-00002192;;32000207-9C;Lavalle 1125 Piso 11 (1048) Buenos Aires;Buenos Aires;Terrestre;USD;30 dias Fecha CRT;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FCA;1012803;2020-8-13
O;8583;2020-8-26;GEL 43710;;35001206-0;Block 1, Lot 10, Mountview Industrial Complex, Bancal Carmona Cavite 4116 Philippines;Philippines;Marítimo;USD;Cash Against Documents;;IVA_EXE;31;Análisis S.;;;PHLIPPINES;FOB;1012921;2020-9-16
O;12857;2022-7-31;GEL 17943;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;Terrestre;USD;75 días Fecha Factura NO USAR;;IVA_EXE;3;Análisis S.;;;SAO PAULO;FCA;1015386;2022-7-22
O;12858;2022-8-14;GEL 4500201314;;32003505-8C;Paraguay N°2141 of. 1204 A Aguada Park , Montevideo Uruguay;Montevideo;Terrestre;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FCA;1015672;2022-10-14
O;12868;2022-5-28;GEL 00001-00002328;;32000207-9C;Lavalle 1125 Piso 11 (1048) Buenos Aires;Buenos Aires;Terrestre;USD;30 dias Fecha CRT;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FCA;1015172;2022-5-31
O;12890;2022-6-19;GEL 50149533;;35002406-9C;27TH FLOOR MENARA ZURICH 15, JALAN DATO ABDULLAH TAHIR 80300 JOHOR BAHRU, MALAYSIA;JOHOR BAHRU;Aéreo;USD;90 days Invoice Date;;IVA_EXE;33;Análisis S. L.;;;MALASIA;FCA;1015294;2022-6-29
O;12919;2022-6-23;GEL 4525577196;;34501621-KC;3 Waterway Square place Suite 1000 The Woodlands, TX 77380;The Woodlands, TX 77380;Marítimo;USD;60 days NO USAR;;IVA_EXE;3;Análisis S.;;;NEW YORK;FOB;1015284;2022-6-28
O;12963;2022-9-9;GEL 0000990|22;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Terrestre;USD;120 Días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BRASIL;FCA;1015495;2022-8-23
O;12975;2022-8-2;GEL OI-1798;;32001006-3C;Autopista Medellin Km 5,7 costado sur Bg 1, Tenjo,  NIT(Tax ID) 830.027.231.-3;Tenjo;Marítimo;USD;90 days Invoice Date;;IVA_EXE;37;Análisis S. L.;;;CARTAGENA;FCA;1015618;2022-9-30
O;12983;2022-7-24;GEL LA-040-22 / LA-041-22;;32001404-2C;AV. MALDONADO S28-35(SECTOR GUAJALO);QUITO;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;36;Análisis S.;;;GUAYAQUIL;CFR;1015414;2022-7-29
O;13015;2022-10-16;GEL 4501556126 B;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;Terrestre;USD;120 Días Fecha Factura;;IVA_EXE;2;Análisis S.;;;VILLA MERCEDES;FCA;1015717;2022-10-25
O;13044;2022-8-7;GEL 200873;;34501606-6C;631 MOOSEHEAD TRAIL;WALDO;Marítimo;USD;30 days Invoice Date;;IVA_EXE;3;Análisis S.;;;USA;FOB;1015895;2022-12-15
O;13075;2022-7-16;GEL 2333;;32000207-9C;Lavalle 1125 Piso 11 (1048) Buenos Aires;Buenos Aires;Terrestre;USD;30 dias Fecha CRT;;IVA_EXE;2;Análisis S.;;;;FCA;1015395;2022-7-25
O;13093;2022-7-16;GEL 2022/00405;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;36;Análisis S.;;;;FCA;1015424;2022-7-29
O;13122;2022-10-1;GEL 1197/22;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Terrestre;USD;120 Días Fecha Factura;;IVA_EXE;3;Análisis S.;;;;FOB;1015632;2022-9-30
O;13124;2022-10-11;GEL GELY-07-22;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Marítimo;USD;90 days from BL Date;;IVA_EXE;36;Análisis S.;;;;FOB;1015692;2022-10-20
O;13150;2022-7-16;GEL 202201353;;36001610-2C;Polígono Industrial As Gándaras S/N 36418 Porriño (Pontevedra);Porriño (Pontevedra);Marítimo;EUR;30 dias Fecha BL;;IVA_EXE;1;Análisis;;;;CIF;1015517;2022-8-29
O;13150;2022-7-16;GEL 202201353;;36001610-2C;Polígono Industrial As Gándaras S/N 36418 Porriño (Pontevedra);Porriño (Pontevedra);Marítimo;EUR;30 dias Fecha BL;;IVA_EXE;1;Análisis;;;;CIF;1015623;2022-9-30
O;13184;2022-7-19;GEL 4500011430;;36001955-1C;ZONE DE MENEZ BRAS 29870 LANNILIS;Lannilis;DHL;EUR;60 days Invoice Date;;IVA_EXE;26;Análisis S.;;;;DAP;1015588;2022-9-23
O;12967;2022-6-25;GEL 00001-00002332;;32000207-9C;Lavalle 1125 Piso 11 (1048) Buenos Aires;Buenos Aires;Terrestre;USD;30 dias Fecha CRT;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FCA;1015315;2022-6-30
O;12976;2022-7-22;GEL 004/22;;32002805-1C;Calle Catalina Huanca 140;Lima 27;Marítimo;USD;30 days Invoice Date;;IVA_EXE;33;Análisis S.;;;OSAKA;FCA;1015604;2022-9-28
O;12987;2022-7-21;GEL 4502076763;;36003901-3C;Industrivejen 33 Sandvika 1337 0219 Berum;0219 Berum;Marítimo;USD;60 days Invoice Date;;IVA_EXE;1;Análisis S.;;;GIRVAN;FOB;1015416;2022-7-29
O;13043;2022-7-20;GEL 22000065;;32001402-6C;Benjamin Carrión E9-194 y Alfredo Luna Tobar Lotización La Armenia / Valle de los Chillos;QUITO;Marítimo;USD;Contado;;IVA_EXE;36;Análisis S.;;;ECUADOR;FCA;1015393;2022-7-25
O;13089;2022-8-3;GEL 4525614362;;34501621-KC;3 Waterway Square place Suite 1000 The Woodlands, TX 77380;The Woodlands, TX 77380;Marítimo;USD;60 days NO USAR;;IVA_EXE;3;Análisis S.;;;;FOB;1015491;2022-8-22
O;13092;2022-7-12;GEL 1-220000187;;32001405-0C;KM. 5 VIA DURAN TAMBO BODEGAS CORRUCHECSA RUC 0992869925001;GUAYAQUIL;Marítimo;USD;Contado;;IVA_EXE;36;Análisis S.;;;;FCA;1015375;2022-7-20
O;13094;2022-8-20;GEL 22000066;;35000208-1C;Business Centre, Office No. 1, Prince Mohamed Bin Fahd Road, P.O.BOX: 9248 31413 DAMMAM;DAMMAM;Marítimo;EUR;CAD AT SIGHT NO USAR;;IVA_EXE;26;Análisis S.;;;;CIF;1015422;2022-7-29
O;13106;2022-8-20;GEL 026/2022;;32003612-7C;CARLOS DRUMMOND DE ANDRADE, 030 - JARDIM EUROPA - TOLEDO  PARANÁ - BRASIL  CEP 85908050;CNPJ: 12.267.235/0001-23;Marítimo;USD;30 days NO USAR;;IVA_EXE;3;Análisis S.;;;;FCA;1015493;2022-8-22
O;13121;2022-9-24;GEL 1196/22;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Terrestre;USD;120 Días Fecha Factura;;IVA_EXE;3;Análisis S.;;;;FOB;1015629;2022-9-30
O;13125;2022-11-2;GEL GELY-08-22;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Marítimo;USD;90 days from BL Date;;IVA_EXE;36;Análisis S.;;;GUAYAQUIL;FOB;1015932;2022-12-26
O;13147;2022-7-23;GEL 4400008377  I;;32001104-3C;7 Km al oeste del Aeropuerto Internacional Juan Santa Maria a Provincia de Alajuela;Alajuela;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;37;Análisis S.;;;;CIF;1015427;2022-7-29
O;13177;2022-7-14;GEL QTR 22 0047;;35003201-0C;WEST BAY, MAJLIS AL TAAWON ST., QATAR TOWER 28TH FLOOR OFFICE NO. 2;DOHA;Aéreo;USD;30 days Invoice Date;;IVA;26;Análisis S.;;;;FCA;1015419;2022-7-29
O;13186;2022-9-10;GEL 024756;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;Terrestre;USD;150 dias Fecha Factura;;IVA_EXE;2;Análisis S.;;;;FCA;1015554;2022-9-12
O;13196;2022-7-11;GEL 623;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;;USD;60 días Fecha Factura;;IVA_EXE;8;;;;;;1015336;2022-7-11
O;13207;2022-7-23;GEL 522 / 552;;36001966-7C;Route de Oinville, 28700 Auneau;Oinville;DHL;EUR;30 days NO USAR;;IVA_EXE;26;Análisis S.;;;;DAP;1015411;2022-7-28
O;13320;2022-9-21;GEL 18243;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;Terrestre;USD;75 días Fecha Factura NO USAR;;IVA;3;Análisis S.;;;;FCA;1015602;2022-9-27
O;13337;2022-9-3;GEL 27238600 B;;34501619-8C;2100 Airport Road Waukesha, WI 53188;Wisconsin;Marítimo;USD;90 days Invoice Date;;IVA_EXE;3;Análisis S.;;;;FOB;1016208;2023-3-17
O;13345;2022-9-14;GEL 45256990030;;34501621-KC;3 Waterway Square place Suite 1000 The Woodlands, TX 77380;The Woodlands, TX 77380;Marítimo;USD;60 days NO USAR;;IVA_EXE;3;Análisis;;;;FOB;1015619;2022-9-30
O;8620;2020-8-30;GEL A005120;;32001006-3C;Autopista Medellin Km 5,7 costado sur Bg 1, Tenjo,  NIT(Tax ID) 830.027.231.-3;Tenjo;Marítimo;USD;75 días Fecha Factura NO USAR;;IVA_EXE;24;Análisis S. L.;;;CARTAGENA;FOB;1030874;2018-2-28
O;8628;2020-10-30;GEL 1695/20;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Marítimo;USD;120 Días Fecha Factura;;IVA_EXE;3;Análisis S.;;;PARANAGUA;FOB;1013077;2020-10-30
O;8635;2020-9-6;GEL 016844-1;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;Terrestre;USD;150 dias Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FCA;1012891;2020-9-10
O;8660;2020-9-11;GEL A7883;;34501601-5C;6299 ROUTE 9N;ROUTE 9N;Marítimo;USD;60 days Invoice Date;;IVA_EXE;3;Análisis S.;;;NEW YORK;FOB;1012962;2020-9-28
O;8666;2020-9-25;GEL 4501470526;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.S.;;;BUENOS AIRES;FCA;1012936;2020-9-21
O;8701;2020-9-16;GEL 15287;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;Terrestre;USD;75 días Fecha Factura NO USAR;;IVA_EXE;3;Análisis S.;;;SAO PAULO;FCA;1012890;2020-9-9
O;8751;2020-10-2;GEL 2167/20 II EMB;;32001404-2C;AV. MALDONADO S28-35(SECTOR GUAJALO);QUITO;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;32;Análisis S.;;;GUAYAQUIL;CFR;1013018;2020-10-13
O;8753;2020-12-2;GEL 2167/20 IV EMB;;32001404-2C;AV. MALDONADO S28-35(SECTOR GUAJALO);QUITO;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;32;Análisis S.;;;GUAYAQUIL;CFR;1013224;2020-12-11
